timestamp,sample_id,mode,mode_value,requested_position,actual_a,actual_b,actual_c,actual_scissor,status_connected,status_activated,status_fault,status_motion,notes,robotiq_3f_finger_a_proximal_joint_rad,robotiq_3f_finger_a_middle_joint_rad,robotiq_3f_finger_a_distal_joint_rad,robotiq_3f_finger_b_scissor_joint_rad,robotiq_3f_finger_b_proximal_joint_rad,robotiq_3f_finger_b_middle_joint_rad,robotiq_3f_finger_b_distal_joint_rad,robotiq_3f_finger_c_scissor_joint_rad,robotiq_3f_finger_c_proximal_joint_rad,robotiq_3f_finger_c_middle_joint_rad,robotiq_3f_finger_c_distal_joint_rad,robotiq_3f_finger_a_middle_joint_pivot_x_joint_m,robotiq_3f_finger_a_middle_joint_pivot_y_joint_m,robotiq_3f_finger_a_middle_joint_pivot_z_joint_m,robotiq_3f_finger_b_middle_joint_pivot_x_joint_m,robotiq_3f_finger_b_middle_joint_pivot_y_joint_m,robotiq_3f_finger_b_middle_joint_pivot_z_joint_m,robotiq_3f_finger_c_middle_joint_pivot_x_joint_m,robotiq_3f_finger_c_middle_joint_pivot_y_joint_m,robotiq_3f_finger_c_middle_joint_pivot_z_joint_m,robotiq_3f_finger_a_middle_joint_pivot_x_joint_mm,robotiq_3f_finger_a_middle_joint_pivot_y_joint_mm,robotiq_3f_finger_a_middle_joint_pivot_z_joint_mm,robotiq_3f_finger_b_middle_joint_pivot_x_joint_mm,robotiq_3f_finger_b_middle_joint_pivot_y_joint_mm,robotiq_3f_finger_b_middle_joint_pivot_z_joint_mm,robotiq_3f_finger_c_middle_joint_pivot_x_joint_mm,robotiq_3f_finger_c_middle_joint_pivot_y_joint_mm,robotiq_3f_finger_c_middle_joint_pivot_z_joint_mm,finger_a_middle_pivot_candidate_x_m,finger_a_middle_pivot_candidate_y_m,finger_a_middle_pivot_candidate_z_m,finger_a_middle_pivot_candidate_x_mm,finger_a_middle_pivot_candidate_y_mm,finger_a_middle_pivot_candidate_z_mm,finger_b_middle_pivot_candidate_x_m,finger_b_middle_pivot_candidate_y_m,finger_b_middle_pivot_candidate_z_m,finger_b_middle_pivot_candidate_x_mm,finger_b_middle_pivot_candidate_y_mm,finger_b_middle_pivot_candidate_z_mm,finger_c_middle_pivot_candidate_x_m,finger_c_middle_pivot_candidate_y_m,finger_c_middle_pivot_candidate_z_m,finger_c_middle_pivot_candidate_x_mm,finger_c_middle_pivot_candidate_y_mm,finger_c_middle_pivot_candidate_z_mm,measurement_label,measurement_frame,point_a_x_m,point_a_y_m,point_a_z_m,point_b_x_m,point_b_y_m,point_b_z_m,delta_x_m,delta_y_m,delta_z_m,delta_x_mm,delta_y_mm,delta_z_mm,distance_m,distance_mm,real_distance_mm
2026-09-04T11:43:13.721182+00:00,pinch_p0,Pinch,1,0,6,6,6,220,True,True,0,3,,0.000000000,0.000000000,0.000000000,-0.165806279,0.000000000,0.000000000,0.000000000,0.165806279,0.000000000,0.000000000,0.000000000,0.011620000,0.000000000,0.000000000,0.011620000,0.000000000,0.000000000,0.011620000,0.000000000,0.000000000,11.620,0.000,0.000,11.620,0.000,0.000,11.620,0.000,0.000,-0.058187455,-0.001425852,0.008050000,-58.187,-1.426,8.050,-0.058189366,-0.001328983,0.008040000,-58.189,-1.329,8.040,-0.058953474,-0.001246893,0.008050000,-58.953,-1.247,8.050,,world,0.01365200337022543,0.11441412568092346,0.09764502197504044,-0.027562346309423447,0.09472431242465973,0.10042095929384232,-0.041214349679648876,-0.019689813256263733,0.00277593731880188,-41.214349679648876,-19.689813256263733,2.77593731880188,0.04576043262012314,45.76043262012314,0.0
2026-09-04T12:04:20.047812+00:00,pinch_p32,Pinch,1,32,32,32,32,220,True,True,0,3,,0.209439510,0.000000000,-0.279252680,-0.160570291,0.209439510,0.000000000,-0.279252680,0.160570291,0.209439510,0.000000000,-0.279252680,0.011620000,0.000000000,0.000000000,0.011620000,0.000000000,0.000000000,0.011620000,0.000000000,0.000000000,11.620,0.000,0.000,11.620,0.000,0.000,11.620,0.000,0.000,-0.058187455,-0.001425852,0.008050000,-58.187,-1.426,8.050,-0.058189366,-0.001328983,0.008040000,-58.189,-1.329,8.040,-0.058953474,-0.001246893,0.008050000,-58.953,-1.247,8.050,,world,0.04547526314854622,0.11776158958673477,0.16464020311832428,-0.04396648332476616,0.11665750294923782,0.12226632237434387,-0.08944174647331238,-0.0011040866374969482,-0.04237388074398041,-89.44174647331238,-1.1040866374969482,-42.37388074398041,0.0989777287514947,98.9777287514947,0.0
2026-09-04T12:06:22.116305+00:00,pinch_p60,Pinch,1,60,60,60,60,220,True,True,0,3,,0.488692191,0.000000000,-0.514872129,-0.158824962,0.488692191,0.000000000,-0.514872129,0.158824962,0.488692191,0.000000000,-0.514872129,0.011620000,0.000000000,0.000000000,0.011620000,0.000000000,0.000000000,0.011620000,0.000000000,0.000000000,11.620,0.000,0.000,11.620,0.000,0.000,11.620,0.000,0.000,-0.058187455,-0.001425852,0.008050000,-58.187,-1.426,8.050,-0.058189366,-0.001328983,0.008040000,-58.189,-1.329,8.040,-0.058953474,-0.001246893,0.008050000,-58.953,-1.247,8.050,,world,0.03574638068675995,0.11697728931903839,0.14746908843517303,-0.03633623570203781,0.1155218556523323,0.11170485615730286,-0.07208261638879776,-0.0014554336667060852,-0.03576423227787018,-72.08261638879776,-1.4554336667060852,-35.76423227787018,0.08048044596694409,80.48044596694409,0.0
2026-09-04T12:10:18.988778+00:00,pinch_p96,Pinch,1,96,96,96,96,220,True,True,0,3,,0.785398163,0.000000000,-0.785398163,-0.164060950,0.785398163,0.000000000,-0.785398163,0.164060950,0.785398163,0.000000000,-0.785398163,0.011620000,0.000000000,0.000000000,0.011620000,0.000000000,0.000000000,0.011620000,0.000000000,0.000000000,11.620,0.000,0.000,11.620,0.000,0.000,11.620,0.000,0.000,-0.058187455,-0.001425852,0.008050000,-58.187,-1.426,8.050,-0.058189366,-0.001328983,0.008040000,-58.189,-1.329,8.040,-0.058953474,-0.001246893,0.008050000,-58.953,-1.247,8.050,,world,0.005435748025774956,0.20018433034420013,0.14304769039154053,-0.005389545112848282,0.1998450756072998,0.10810504853725433,-0.010825293138623238,-0.0003392547369003296,-0.034942641854286194,-10.825293138623238,-0.3392547369003296,-34.942641854286194,0.036582650055327404,36.582650055327406,0.0
2026-09-04T12:12:29.877283+00:00,pinch_p128,Pinch,1,128,112,113,113,220,True,True,0,3,,0.855211333,0.000000000,-0.855211333,-0.164060950,0.855211333,0.000000000,-0.855211333,0.164060950,0.855211333,0.000000000,-0.855211333,0.011620000,0.000000000,0.000000000,0.011620000,0.000000000,0.000000000,0.011620000,0.000000000,0.000000000,11.620,0.000,0.000,11.620,0.000,0.000,11.620,0.000,0.000,-0.058187455,-0.001425852,0.008050000,-58.187,-1.426,8.050,-0.058189366,-0.001328983,0.008040000,-58.189,-1.329,8.040,-0.058953474,-0.001246893,0.008050000,-58.953,-1.247,8.050,,world,0.005435748025774956,0.20018433034420013,0.14304769039154053,-0.005389545112848282,0.1998450756072998,0.10810504853725433,-0.010825293138623238,-0.0003392547369003296,-0.034942641854286194,-10.825293138623238,-0.3392547369003296,-34.942641854286194,0.036582650055327404,36.582650055327406,0.0
2026-09-04T12:12:49.652536+00:00,pinch_p164,Pinch,1,164,112,113,113,220,True,True,0,3,,0.855211333,0.000000000,-0.855211333,-0.164060950,0.855211333,0.000000000,-0.855211333,0.164060950,0.855211333,0.000000000,-0.855211333,0.011620000,0.000000000,0.000000000,0.011620000,0.000000000,0.000000000,0.011620000,0.000000000,0.000000000,11.620,0.000,0.000,11.620,0.000,0.000,11.620,0.000,0.000,-0.058187455,-0.001425852,0.008050000,-58.187,-1.426,8.050,-0.058189366,-0.001328983,0.008040000,-58.189,-1.329,8.040,-0.058953474,-0.001246893,0.008050000,-58.953,-1.247,8.050,,world,0.005435748025774956,0.20018433034420013,0.14304769039154053,-0.005389545112848282,0.1998450756072998,0.10810504853725433,-0.010825293138623238,-0.0003392547369003296,-0.034942641854286194,-10.825293138623238,-0.3392547369003296,-34.942641854286194,0.036582650055327404,36.582650055327406,0.0
2026-09-04T12:13:03.909453+00:00,pinch_p196,Pinch,1,196,112,113,113,220,True,True,0,3,,0.855211333,0.000000000,-0.855211333,-0.164060950,0.855211333,0.000000000,-0.855211333,0.164060950,0.855211333,0.000000000,-0.855211333,0.011620000,0.000000000,0.000000000,0.011620000,0.000000000,0.000000000,0.011620000,0.000000000,0.000000000,11.620,0.000,0.000,11.620,0.000,0.000,11.620,0.000,0.000,-0.058187455,-0.001425852,0.008050000,-58.187,-1.426,8.050,-0.058189366,-0.001328983,0.008040000,-58.189,-1.329,8.040,-0.058953474,-0.001246893,0.008050000,-58.953,-1.247,8.050,,world,0.005435748025774956,0.20018433034420013,0.14304769039154053,-0.005389545112848282,0.1998450756072998,0.10810504853725433,-0.010825293138623238,-0.0003392547369003296,-0.034942641854286194,-10.825293138623238,-0.3392547369003296,-34.942641854286194,0.036582650055327404,36.582650055327406,0.0
2026-09-04T12:13:20.938777+00:00,pinch_p225,Pinch,1,225,112,113,113,220,True,True,0,3,,0.855211333,0.000000000,-0.855211333,-0.164060950,0.855211333,0.000000000,-0.855211333,0.164060950,0.855211333,0.000000000,-0.855211333,0.011620000,0.000000000,0.000000000,0.011620000,0.000000000,0.000000000,0.011620000,0.000000000,0.000000000,11.620,0.000,0.000,11.620,0.000,0.000,11.620,0.000,0.000,-0.058187455,-0.001425852,0.008050000,-58.187,-1.426,8.050,-0.058189366,-0.001328983,0.008040000,-58.189,-1.329,8.040,-0.058953474,-0.001246893,0.008050000,-58.953,-1.247,8.050,,world,0.005435748025774956,0.20018433034420013,0.14304769039154053,-0.005389545112848282,0.1998450756072998,0.10810504853725433,-0.010825293138623238,-0.0003392547369003296,-0.034942641854286194,-10.825293138623238,-0.3392547369003296,-34.942641854286194,0.036582650055327404,36.582650055327406,0.0
2026-09-04T12:13:41.032036+00:00,pinch_p250,Pinch,1,250,112,113,113,220,True,True,0,3,,0.855211333,0.000000000,-0.855211333,-0.164060950,0.855211333,0.000000000,-0.855211333,0.164060950,0.855211333,0.000000000,-0.855211333,0.011620000,0.000000000,0.000000000,0.011620000,0.000000000,0.000000000,0.011620000,0.000000000,0.000000000,11.620,0.000,0.000,11.620,0.000,0.000,11.620,0.000,0.000,-0.058187455,-0.001425852,0.008050000,-58.187,-1.426,8.050,-0.058189366,-0.001328983,0.008040000,-58.189,-1.329,8.040,-0.058953474,-0.001246893,0.008050000,-58.953,-1.247,8.050,,world,0.005435748025774956,0.20018433034420013,0.14304769039154053,-0.005389545112848282,0.1998450756072998,0.10810504853725433,-0.010825293138623238,-0.0003392547369003296,-0.034942641854286194,-10.825293138623238,-0.3392547369003296,-34.942641854286194,0.036582650055327404,36.582650055327406,0.0
2026-09-04T12:25:01.920678+00:00,wide_p0,Wide,2,0,6,6,6,24,True,True,0,3,,0.000000000,0.000000000,0.000000000,0.222529480,0.000000000,0.000000000,0.000000000,-0.222529480,0.000000000,0.000000000,0.000000000,0.011620000,0.000000000,0.000000000,0.011620000,0.000000000,0.000000000,0.011620000,0.000000000,0.000000000,11.620,0.000,0.000,11.620,0.000,0.000,11.620,0.000,0.000,-0.058187455,-0.001425852,0.008050000,-58.187,-1.426,8.050,-0.058189366,-0.001328983,0.008040000,-58.189,-1.329,8.040,-0.058953474,-0.001246893,0.008050000,-58.953,-1.247,8.050,,world,-0.07971040904521942,0.20259392261505127,0.20637750625610352,-0.07632376253604889,0.20533141493797302,0.09362796694040298,0.0033866465091705322,0.002737492322921753,-0.11274953931570053,3.3866465091705322,2.737492322921753,-112.74953931570053,0.11283360250696081,112.83360250696082,0.0
2026-09-04T12:28:11.751722+00:00,wide_p32,Wide,2,32,32,32,32,24,True,True,0,3,,0.209439510,0.000000000,-0.279252680,0.226892803,0.209439510,0.000000000,-0.279252680,-0.226892803,0.209439510,0.000000000,-0.279252680,0.011620000,0.000000000,0.000000000,0.011620000,0.000000000,0.000000000,0.011620000,0.000000000,0.000000000,11.620,0.000,0.000,11.620,0.000,0.000,11.620,0.000,0.000,-0.058187455,-0.001425852,0.008050000,-58.187,-1.426,8.050,-0.058189366,-0.001328983,0.008040000,-58.189,-1.329,8.040,-0.058953474,-0.001246893,0.008050000,-58.953,-1.247,8.050,,world,-0.062334686517715454,0.21049684286117554,0.20810115337371826,-0.0620637983083725,0.2112618237733841,0.09139002114534378,0.00027088820934295654,0.0007649809122085571,-0.11671113222837448,0.27088820934295654,0.7649809122085571,-116.71113222837448,0.1167139535884511,116.7139535884511,0.0
2026-09-04T12:37:11.570403+00:00,wide_p60,Wide,2,60,60,60,60,24,True,True,0,3,,0.488692191,0.000000000,-0.514872129,0.222529480,0.488692191,0.000000000,-0.514872129,-0.222529480,0.488692191,0.000000000,-0.514872129,0.011620000,0.000000000,0.000000000,0.011620000,0.000000000,0.000000000,0.011620000,0.000000000,0.000000000,11.620,0.000,0.000,11.620,0.000,0.000,11.620,0.000,0.000,-0.058187455,-0.001425852,0.008050000,-58.187,-1.426,8.050,-0.058189366,-0.001328983,0.008040000,-58.189,-1.329,8.040,-0.058953474,-0.001246893,0.008050000,-58.953,-1.247,8.050,,world,-0.03488624095916748,0.21271857619285583,0.2080063372850418,-0.034097820520401,0.21377035975456238,0.09180189669132233,0.0007884204387664795,0.001051783561706543,-0.11620444059371948,0.7884204387664795,1.051783561706543,-116.20444059371948,0.1162118749059158,116.21187490591579,0.0
2026-09-04T12:39:36.982767+00:00,wide_p96,Wide,2,96,96,96,96,24,True,True,0,3,,0.785398163,0.000000000,-0.785398163,0.222529480,0.785398163,0.000000000,-0.785398163,-0.222529480,0.785398163,0.000000000,-0.785398163,0.011620000,0.000000000,0.000000000,0.011620000,0.000000000,0.000000000,0.011620000,0.000000000,0.000000000,11.620,0.000,0.000,11.620,0.000,0.000,11.620,0.000,0.000,-0.058187455,-0.001425852,0.008050000,-58.187,-1.426,8.050,-0.058189366,-0.001328983,0.008040000,-58.189,-1.329,8.040,-0.058953474,-0.001246893,0.008050000,-58.953,-1.247,8.050,,world,-0.006501615047454834,0.2073240578174591,0.20719720423221588,-0.0051690638065338135,0.20845825970172882,0.09230203926563263,0.0013325512409210205,0.0011342018842697144,-0.11489516496658325,1.3325512409210205,1.1342018842697144,-114.89516496658325,0.11490848984919409,114.9084898491941,0.0
2026-09-04T12:41:22.959780+00:00,wide_p128,Wide,2,128,128,128,128,24,True,True,0,3,,1.077740813,0.000000000,-1.077740813,0.222529480,1.077740813,0.000000000,-1.077740813,-0.222529480,1.077740813,0.000000000,-1.077740813,0.011620000,0.000000000,0.000000000,0.011620000,0.000000000,0.000000000,0.011620000,0.000000000,0.000000000,11.620,0.000,0.000,11.620,0.000,0.000,11.620,0.000,0.000,-0.058187455,-0.001425852,0.008050000,-58.187,-1.426,8.050,-0.058189366,-0.001328983,0.008040000,-58.189,-1.329,8.040,-0.058953474,-0.001246893,0.008050000,-58.953,-1.247,8.050,,world,0.021740823984146118,0.19479407370090485,0.2024735063314438,0.019868820905685425,0.19560596346855164,0.09543588757514954,-0.0018720030784606934,0.0008118897676467896,-0.10703761875629425,-1.8720030784606934,0.8118897676467896,-107.03761875629425,0.10705706604208043,107.05706604208044,0.0
2026-09-04T12:42:21.659915+00:00,wide_p148,Wide,2,148,148,148,148,24,True,True,0,3,,1.077740813,0.087266463,-0.689405055,0.222529480,1.077740813,0.087266463,-0.689405055,-0.222529480,1.077740813,0.087266463,-0.689405055,0.011620000,0.000000000,0.000000000,0.011620000,0.000000000,0.000000000,0.011620000,0.000000000,0.000000000,11.620,0.000,0.000,11.620,0.000,0.000,11.620,0.000,0.000,-0.058187455,-0.001425852,0.008050000,-58.187,-1.426,8.050,-0.058189366,-0.001328983,0.008040000,-58.189,-1.329,8.040,-0.058953474,-0.001246893,0.008050000,-58.953,-1.247,8.050,,world,-0.036638930439949036,0.18647290766239166,0.15091286599636078,0.036610692739486694,0.18729841709136963,0.11347509920597076,0.07324962317943573,0.0008255094289779663,-0.037437766790390015,73.24962317943573,0.8255094289779663,-37.437766790390015,0.08226648858434575,82.26648858434575,0.0
